Date	Type	Country	Area	Location	Activity	Name	Sex 	Age	Fatal (Y/N)	Grad Injury	Location of Injury	Type of Shark	Size of Shark	Investigator or Source	pdf
	Unprovoked	NEW ZEALAND	South Island	St. Clair Beach, Dunedin	Swimming	Leslie Francis Jordan	M	19	Y	Fatal	both leg	White shark	3 m	R.D. Weeks, GSAF; Otago Daily Times, 2/6/1964 & 2/7/1964	aJordan
1964-02-02	Invalid	AUSTRALIA	Queensland	Brisbane	Swimming	Neil Buckley	M	23		Fatal	Unknown	Unknown	Unknown	H.D.Baldridge (1994) SAF Case #1336	NVBuckley
1964-02-01	Boat	NEW ZEALAND	South Island	Ngatuka Bay, near Picton	Rowing	dinghy, occupants: T. Shipston, T. Whitta, L Cox, T. Jones, R. Genet & W. Pearce		0	N	No injury	Unknown	Unknown	1.	New Zealand Herald, 2/2/1964;  SAF Case #1335	Dinghy
	Unprovoked	USA	Florida	Palm Beach County	Floating	Noel Feustel	M	12	N	No injury	Unknown	Hammerhead shark	Unknown	H.D.Baldridge, SAF Case #1487	bNVFeustel
	Unprovoked	COSTA RICA	Puntarenas Province	Puntarenas	Swimming		M	0	Y	Fatal	left thigh	Unknown	Unknown	E. Vargas, M.D.	aCostaRica
1964-01-27	Unprovoked	FIJI		70 miles from Suva	Spearfishing	Dr. George Lapin		0	Y	Fatal	Unknown	Unknown	Unknown	Long Beach Independent, 1/281964 	Lapin
1964-01-23	Unprovoked	SOUTH AFRICA	Eastern Cape Province	Nahoon	Body surfing	John Carlson	M	39	N	Injury	Unknown	Unknown	Unknown	D. Davies, Daily Dispatch (East London), 1/24/1964 M. Levine, GSAF	Carlson
1964-01-22	Unprovoked	SOUTH AFRICA	Eastern Cape Province	Nahoon	Standing	Gerald Holder	M	17	N	Injury	Unknown	Unknown	Unknown	D. Davies; Daily Dispatch (East London), 1/23/1964, M. Levine, GSAF	Holder
1964-01-21	Boat	SOUTH AFRICA	Western Cape Province	20 m from shore at Strand	Shark watching	Motor boat, occupants: Quintus Du Toit, J.H. van Heerden & J.P. Marais		0	N	No injury	Unknown	White shark	3.	GSAF	boat
1964-01-18	Unprovoked	AUSTRALIA	Western Australia	Hamelin Bay	Freediving	Frank Hastie	M	0	N	Injury	Unknown	Unknown	Unknown	G.P. Whitley, citing Sydney Morning Herald, 1/21/1964	Hastie
1964-01-11	Unprovoked	USA	California	Southeast Farallon Island	Spearfishing / Scuba diving (at surface)	Jack Rochette	M	21	N	Injury	Unknown	White shark	Unknown	R. Collier, p.261-264; D. Miller & R. Collier; R. Collier, pp.26-40	RochetteCollier
	Unprovoked	PAPUA NEW GUINEA	New Britain		Fishing		M	0	Y	Fatal	Unknown	Tiger shark	Unknown	Oldham Evening Chronicle, 1/6/1964	RNewBritain
1964-01-04	Unprovoked	FIJI	Lomaloma, Lau	Tuvuca Isalnd	Swimming	Tale Meve (fe)	F	20	N	Injury	right thigh	Unknown	Unknown	SAF Case #1250	Meve
	Unprovoked	SOUTH AFRICA	Western Cape Province	Mossel Bay	Diving for sinkers	Jakobus Christiaan Steyn	M	0	N	Lacerations	Unknown	Unknown	2.	The Argus, 1/3/1964	bEdwards
	Invalid	NEW ZEALAND	North Island	White Island	Snorkeling	J.H. Seddon	M	0		No injury	Unknown	Unknown	Unknown	H.D.Baldridge (1994) ISAF Case #1484, Note: Unable to verify in local records.	NVSneddon
1963-12-29	Unprovoked	SOUTH AFRICA	KwaZulu-Natal	Catfish Rock, between Salt Rock & Shakas Rock	Standing	Barbara Elsa Strauss	F	20	N	Injury	hand	Zambesi shark	1.	B. Strauss, D. Davies, 121-122; Daily Dispatch, 4/24/1964; M.  Levine, GSAF	Strauss
	Unprovoked	SOUTH AFRICA	KwaZulu-Natal	Umhlanga Rocks	Swimming 	Ronnie De Wet	M	24	N	Injury	Lower leg	Unknown	1.	D.  Davies, pp.120-121; M. Levine, GSAF	bdeWet
	Unprovoked	AUSTRALIA	Queensland	Figtree Ledge, Hervey Bay	Sitting on gunwale of boat	Mr. N. Warry	M	0	N	No injury	Unknown	lb shark	4.	Maryborough Chronicle  (Qld), 12/28/1963	aWarry
1963-12-25	Unprovoked	SOUTH AFRICA	Eastern Cape Province	Gonubie River Mouth	Swimming	Chester Wienand	M	18	Y	Fatal	Unknown	Unknown	Unknown	G.V. Wienand, M. Levine, GSAF	Wienand
	Invalid	ATLANTIC OCEAN	Between Southampton & Canary Islands		Greek steamship Lakonia caught fire, 98 of her 646 passengers, and 30 of her crew of 376 perished	woman	F	0		Fatal	Unknown	Unknown	Unknown	Bath Coronor report NLSC 20/64; SAF Case #1324	bLakonia
	Provoked	SOUTH AFRICA	KwaZulu-Natal	Next to West Street groyne, Durban	Helping friend land hooked shark	Desmond Woodhams	M	13	N	Injury	Foot	Dusky shark	1 m	M. Levine, GSAF	aWoodhams
1963-12-21	Provoked	AUSTRALIA	New South Wales	Woolgoolga, Coffs Harbour	Fishing	Leslie Cook	M	0	N	Injury	Unknown	Wobbegong shark	3'	Daily Examiner (Grafton, NSW), 12/23/1963; J. Green, p.30	Cook
	Unprovoked	SOUTH AFRICA	Western Cape Province	Hartenbos	Spearfishing	Cornelius G. Coetzee	M	0	N	Injury	Foot	White shark	1.	D. Davies; M. Levine, GSAF	bCoetzee
	Unprovoked	SOUTH AFRICA	KwaZulu-Natal	Umvoti	Splashing in surf	Matangusa Mzize	M	15	Y	Fatal	Unknown	Zambesi shark	300-	G.D. Campbell; D. Davies, pp.119-120	aMzize
1963-12-08	Unprovoked	AUSTRALIA	South Australia	55 miles south of Adelaide	Spearfishing	Rodney Fox	M	23	N	Injury	Torso   hand	White shark	Unknown	H. Edwards, pp.65-66: H.D. Baldridge, pp.18-19; J. West;	Fox
	Unprovoked	NEW BRITAIN	South Coast, East New Britain	Pomio	Spearfishing	Patape	M	22	Y	Fatal	Unknown	Tiger shark	Unknown	Times Courier (Lae, PNG), 12/4/1963; Oldham Evening Chronicle 1/6/1964	RPatape
	Unprovoked	NEW ZEALAND	South Island	Charteris Bay, Lyttleton Harbour	Treading water while alongside capsized yacht	Charlie Dudley	M	20	N	Injury	lower leg	gill shark	Unknown	C. Dudley, R.D. Weeks, GSAF; H.D. Baldridge, SAF Case #1467; Otago Daily Times, 12/2/1963, p.7	bDudley
	Provoked	PAPUA NEW GUINEA	Gulf Province	Kukipi, 150 miles west of Port Moresby in the Lakekamu River area	Fishing / standing in waist deep water	Siara Ikui, fe	F	18	N	Injury	Unknown	Tiger shark	Unknown	M. Malin; The Sun (Melbourne), 12/2/1963	aSiara
1963-11-28	Unprovoked	FIJI	 Lau Province	Dravuwalu, Totoya Island	Fishing	Mereseini Wati, fe	F	21	N	Injury	Unknown	tiger shark	1.	Capt. S. B. Brown	Wati
1963-11-25	Unprovoked	FIJI	Vita Levu	Rewa River	Spearing fish	Sumia Qio	M	25	N	Injury	Unknown	Unknown	Unknown	GSAF	Sumia
	Unprovoked	ITALY	Sicily	Off Mondello Lighthouse	Spearfishing	Dr. Salito	M	28	N	No injury	Unknown	Unknown	Unknown	C. Moore, GSAF	RSalito
1963-11-14	Provoked	AUSTRALIA	Queensland	Mermaid Beach	Catching sharks under government contract	boat Nora, occupant Bruce Harris	M	0	N	No injury	Unknown	White shark	15'	Miner (WA) & Warwick Daily News (Qld), 11/15/1963 	Nora
1963-11-12	Provoked	USA	Florida	8 miles south of Elliot Key, Miami-Dade County	Testing anti-shark cage	D. R. Nelson, J. Greenberg & S.H. Gruber	M	0	N	No injury	Unknown	Silky shark	1.	D.R. Nelson	DonNelson
	Unprovoked	PAPUA NEW GUINEA	New Britain		Wading	Tule	M	0	N	Injury	Unknown	Unknown	6'	H.D. Baldridge (1994) SAF Case #1478	RTule
1963-11-04	Unprovoked	PALAU	Western Caroline Islands	Koror	Fishing	Saburo Dooley	M	35	N	Injury	Unknown	Unknown	Unknown	R. Yalap, M.D.; H.D. Baldridge, p..104 	Dooley
1963-10-16	Unprovoked	USA	Florida	Biltmore Beach, near Panama City	Surf fishing, wading 	William Cheatham	M	28	N	Injury	Right thigh	lb shark	500	H.D. Baldridge, p.109	Cheatham
1963-10-15	Provoked	NORTH PACIFIC OCEAN			Fishing for sharks	Eichi Nakata, of the the crew of the trawler Kayo Maru	M	20	N	Injury	hand	Unknown	Unknown	J.L. Holland; The Honolulu Advertiser, 10/19/1963; SAF Cse #1209	Nakata
1963-09-29	Unprovoked	CHILE		El Panul, 12km south of Coquimbo	Spearfishing / free diving	Crisolog Urizar	M	0	Y	Fatal	Unknown	White shark	4 m	J. McCosker & A.C. Engana	Urizar
1963-09-26	Invalid	USA	Florida	100 miles offshore	Commercial fishing vessel, Ev-nn, struck object & sank. Ken Crosby and  Jame & Ann Dumas adrift on makeshift raft.	After 2 days, Ann Dumas, 7,5 months pregnant, died of exposure & exhaution& her body was lashed to raft.		25		Fatal	Unknown	Unknown	Unknown	Washington Post, 9/27/1963; SAF Case #1221	Dumas
1963-09-22	Unprovoked	SOLOMON ISLANDS	Ysabel Island	Susukana Plantation	Spearing fish	Dovi	M	30	Y	Fatal	right thigh	Unknown	5.	M.L. Aylett, Fisheries Officer; H.D. Baldridge, p.148  	Dovi
1963-09-13	Provoked	AUSTRALIA	New South Wales	Wanda Beach	Surfing	Peter Barron	M	18	N	Injury	Unknown	Unknown	1.	P. Barron; Goulburn Evening Post; J. Green, p.35	Barron
1963-09-10	Provoked	USA	Florida	Snapper Point Jetty, Miami, Dade County	Spearfishing, pulled sharks tail	Robert Olsen	M	16	N	Minor injury	Unknown	Nurse shark	1.	H.D. Baldridge, p.166; SAF Case #1284	Olsen
	Unprovoked	DOMINICAN REPUBLIC	Santo Domingo	Rio Haina Port	Swimming, when caught in heavy seas	2 s	M	0	Y	Fatal	Unknown	8 shark	Unknown	A. Gigante, Jr; H.D. Baldridge; M. McDiarmid, p.72	males
1963-07-28	Unprovoked	FEDERATED STATES OF MICRONESIA	Eastern Caroline Islands	Koop Reef, Truk (Chuuk)	Spearfishing	Akira	M	26	N	Injury	Unknown	Tiger shark	Unknown	K. Aniol, Medical Officer	Akira
1963-07-15	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Bathing	Robert Driscoll	M	14	N	Injury	Unknown	Unknown	Unknown	Orlando Sentinel, 7/16/1963	Driscoll
1963-07-11	Provoked	USA	Mississippi	Horn Island	Fishing, on charter boat Silver Dollar	James Ronald Mason, deckhand	M	24	N	Injury	hand	Unknown	1.	Gulfport Herald, 7/12/1963; SAF Case #1218	Mason
	Unprovoked	PANAMA	San Blas coast	4 miles from Tuwala, near Mulatuppu	Seining for bait, standing in chest-deep water	an Indian 	M	0	Y	Fatal	Unknown	Unknown	Unknown	H. Loftin	Tuwala
	Unprovoked	GREECE	Thessaly	near Trikerion Island	Swimming	Helga Pogl	F	42	Y	Fatal	Unknown	White shark	3 m	A. De Maddalena	bPogl
	Provoked	PAPUA NEW GUINEA	Central Province	Near Fisherman's Island	Fishing	Au Kila ()	M	30	N	Injury	and leg	Unknown	1.	Pacific Post (Port Moresby), 6/4/1963	aAuKila
1963-05-18	Invalid	USA	California	San Mateo County	Swimming	Gregory Moffatt	M	0		Fatal	Unknown	Unknown	Unknown	San Mateo Times, 5/22/1963	Moffatt
1963-05-14	Sea Disaster	PHILIPPINES	Luzon Island	100 miles southeast of Manila	Boat, with 42 passengers onboard, capsized in rough seas	Most were women & children		0	Y	Fatal	Unknown	Unknown	Unknown	Advertiser (Adelaide), 5/21/1963 	PhilippineBoat
1963-04-22	Provoked	AUSTRALIA	New South Wales	Clarence Head	Fishing	Jack Sonter	M	0	N	Injury	Foot	nurse shark	Unknown	H.D. Baldridge (1994) SAF Case #1472	NVSonter
1963-04-20	Unprovoked	USA	US Virgin Islands	St. Thomas, Magens Bay	Swimming	Naval Lt. (jg) John Gibson	M	25	Y	Fatal	hand	Galapagos shark	2.	G.W. Kirby, Jr.;  NY Times, 1/22/1963	Gibson
1963-04-17	Unprovoked	SOUTH AFRICA	KwaZulu-Natal	Amanzimtoti	Swimming	Errol Fourie	M	15	N	Injury	Unknown	Unknown	Unknown	D. Davies, p.118-119; M. Levine, GSAF	Fourie
1963-04-13	Unprovoked	AUSTRALIA	Western Australia	Yallingup	"Surfing on ""chest board"" (boogie board?)"	Brian Audas	M	25	N	Injury	Unknown	Unknown	1.	G.P. Whitley; NSW newspapers of 4/14&15/1963; H.D. Baldridge, p. 142	Audas
1963-04-12	Unprovoked	USA	Hawaii	Awili, South Kona, Hawai'i	Surfing 	Aiona Aka	M	15	N	Injury	Left foot	Unknown	3.	L. Taylor (1993), pp.102-103	Aka
1963-04-08	Invalid	USA	Hawaii	Hapuna Beach, Hawai'i	Washed into sea while picking opihi	Roy C. Kametani	M	0		Fatal	Unknown	Unknown	Unknown	J. Borg, p.73; L. Taylor (1993), pp.102-103	Kametani
1963-03-30	Sea Disaster	SOLOMON ISLANDS	Bougainville (North Solomons)		The 500-ton coastal trader Polurrian foundered 	Daniel Viva, missionary	M	0	Y	Fatal	Unknown	Unknown	Unknown	Sydney Morning Herald, 4/6/1963	Viva
1963-02-27	Unprovoked	PAPUA NEW GUINEA	New Ireland Province	Namatanai	Swimming	Joseph To Toba	M	0	N	Injury	Unknown	Unknown	Unknown	Times-Courier (Lae), 3/6/1963	Totoba
1963-02-24	Unprovoked	AUSTRALIA	New South Wales	Wombarra Beach near Austinmeer	Spearfishing	Charles Dunn	M	18	N	Injury	Left leg	whaler shark	3 m	R. Funnell in Australian Skindiver Magazine, June/July 1963, p.8; J. Green, p.35	Dunn
1963-02-08	Unprovoked	FIJI	Lomaiviti  Island Group	Taibaisa Passage, Gau Island	Spearfishing	Jone Waiteatei	M	28	N	Injury	Unknown	White shark	2.	S. Brown, P. Helfrich	Waiteatei
1963-02-06	Unprovoked	MAURITIUS	Rodrigues			Irené  Rose	M	24	N	Injury	Unknown	Unknown	Unknown	L'Express, 5/2/2007	Rose
1963-02-04	Invalid	USA	Florida	Off Key West	S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board	2 s	M	0		Fatal	Unknown	Unknown	Unknown	NY Journal of Commerce, 3/29/1963;Wikipedia 	MarineSulphurQueen
1963-01-30	Unprovoked	FIJI			Freediving	Savenaca Kuruvakarua	M	41	N	Injury	Unknown	Unknown	Unknown	H.D. Baldridge, SAF Case #1477	NVKuruvakaruai
1963-01-28	Unprovoked	AUSTRALIA	New South Wales	Sugarloaf Bay, Middle Harbour, Sydney	Wading	Marcia Hathaway	F	32	Y	Fatal	hand	bull shark	Unknown	Dr. P.R. Coyne; A. Sharpe, pp.7-12; A. MacCormick, pp.15-18; H. Edwards, pp.102 & 108	Hathaway
1963-01-26	Invalid	AUSTRALIA	New South Wales	Evans Head	Swimming	Shaun Wilmot	M	25		Fatal	Unknown	Unknown	Unknown	Sydney Morning Herald, 1/29/1963 	Wilmot
1963-01-22	Boat	SOUTH AFRICA	Western Cape Province	False Bay	Fishing 	boat		0	N	No injury	Unknown	lb shark	193	Scarborough Evening News (Yorks, England), 1/22/1963 	RFalseBayBoat
1963-01-14	Provoked	NEW ZEALAND	North Island	Petone Beach, Wellington	Fishing	Ian Alexander		14	N	Injury	hand	nurse shark	1.	R.D. Weeks, GSAF; Otago Daily Times, 1/15/1963, p.1	Alexander
1963-01-12	Provoked	SOUTH AFRICA	Eastern Cape Province	Humewood	Fishing	nan	M	0	N	Injury	Foot	m shark	1.	GSAF	Mankowitz
1963-01-11	Unprovoked	SOUTH AFRICA	KwaZulu-Natal	Peace Cottage, Umdhloti	Free diving, hunting crayfish	Barry E. Blackmore	M	27	N	Lacerations	Unknown	m shark	1 m	D. Davies, D'Aubrey; B. Blackmore; M. Levine, GSAF	Blackmore
1963-01-06	Unprovoked	SOUTH AFRICA	KwaZulu-Natal	Selection Reef, Umdhloti	Spearfishing	Clive Passmore	M	24	N	Lacerations	Unknown	Zambesi shark	2 m	D. Davies, p.117-118; C. Passmore, M. Levine, GSAF	Passmore
1963-01-04	Provoked	AUSTRALIA	South Australia	Off Franklin Island between Streaky Bay & Ceduna	Shark fishing	boat, occupants: Alf Dean, Jack Hood & Otto Bells		0	N	No injury	Unknown	White shark	16'	SAF Case #1184	AlfDean
	Boat	MOZAMBIQUE		Limpopo River, 547 km from the sea		Canoe, occupant: Jopie Averes		0	N	No injury	Unknown	Zambesi shark	Unknown	D. Davies, p.185; GSAF	JopieAveres
	Unprovoked	FIJI	Vita Levu	Korolevu (South coast between Nadi & Suva)		nan		0	UNKNOWN	Injury	Unknown	Unknown	Unknown	S. Brown, P. Helfrich	bNVFiji
	Unprovoked	SEYCHELLES			Fishing for turtles		M	0	Y	Fatal	Unknown	Unknown	Unknown	V.C. Harvey-Grain	aSeychelles
1962-12-30	Provoked	SOUTH AFRICA	KwaZulu-Natal	Shark tank at Oceanographic Research Institute	Scuba diving	"A. B. ""Lofty"" Roets"	M	0	N	Injury	Unknown	Dusky shark	1 m	D. Davies	Roets
1962-12-09	Unprovoked	AUSTRALIA	South Australia	Carrickalinga Head	Spearfishing	Geoffrey Martin Corner	M	16	Y	Fatal	right leg	White shark	4.	H. Edwards, p.63; H.D. Baldridge, p.197; A. MacCormick, pp.91-93; A. Sharpe, p.124; J. West	Corner
	Boat	SOUTH AFRICA	Western Cape Province	Swartklip	Fishing	boat Swift, occupants: Dolly Samuels & 8 other men		0	N	No injury	Unknown	Unknown	2 m	T. Wallet; GSAF	Swift
1962-11-29	Unprovoked	AUSTRALIA	New South Wales	Sydney	Spearfishing, Scuba diving	B. May	M	26	N	No injury	Unknown	Unknown	3 m	H.D. Baldridge, p.183; SAF #1130	May
1962-11-25	Invalid	AUSTRALIA	Queensland	Townsville		Hugh Meikel	M	0		Fatal	Unknown	Unknown	Unknown	H.D. Baldridge, p.162; SAF Case #1124	Meikel
1962-11-11	Unprovoked	USA	California	Farallon Islands	Spearfishing / Scuba diving (at surface)	Leroy French	M	24	N	Injury	hand	White shark	4.	D. Miller & R. Collier; R. Collier, pp.35-36; H.D. Baldridge, pp.73 & 78     	LeroyFrenchCollier
1962-11-10	Boat	AUSTRALIA	New South Wales	Off Kisma	Fishing	wooden boat, occupants: Jack Bullman & Keith Campbell		0	N	No injury	Unknown	Unknown	3 m	Sydney Sunday Mirror, 11/11/1962 	BullmanCampbellboat
	Sea Disaster	MID ATLANTIC OCEAN		Off Bermuda	Abandoning burning ship Captain George in raging seas	Martin Fisher, radio operator	M	0	N	No injury	Unknown	Unknown	Unknown	Press clippings	Fisher
1962-10-28	Unprovoked	SOUTH AFRICA	KwaZulu-Natal	Paradise Reef	Spearfishing	Noel Holliday	M	30	N	Injury	Unknown	Unknown	Unknown	D. Davies; M. Levine, GSAF	Holliday
1962-10-25	Unprovoked	MEXICO	Veracruz	Villa del Mar Beach, Veracruz	Wading	Nicolas Jimenez Nunez, a Catholic priest	M	32	Y	Fatal	both leg	Unknown	2.	C.G. Robles	Nunez
1962-10-15	Unprovoked	ADMIRALTY ISLANDS	Manus Island	Sisi  (west coast of island)		Pasingan	M	26	N	Injury	Unknown	Unknown	Unknown	SAF Case #1116	Pasigan
1962-10-14	Boat	AUSTRALIA	South Australia	Port Phillip Bay	Adrift after wave swamped engine	speedboat, occupant: Michael Wilson	M	0	N	No injury	Unknown	nurse shark	Unknown	Strand (London), 10/15/1962	Wilsonboat
1962-10-06	Invalid	USA	California	2 miles off Santa Catalina Island	Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm	Marian Leaf	F	43		Fatal	Unknown	Unknown	Unknown	Long Beach Independent, 10/9/1962; H.D. Baldridge, p147; SAF Case #1080	Leaf
	Unprovoked	PANAMA	Pinas Bay		Sitting in shallows	infant,  	M	1	Y	Fatal	Unknown	Unknown	Unknown	J. Hardie; D. de Sylva	babyboy
1962-09-30	Unprovoked	BRITISH WEST INDIES	Grand Turk Island	Long Cay	Spearfishing	Wesley Vickrey	M	24	N	Injury	Left thigh	Blacktip shark	1.	H.D. Baldridge, p.197	Vickrey
1962-09-22	Unprovoked	MEXICO	Veracruz	Villa del Mar Beach, Veracruz	Swimming	Nestor Valenzuela	M	20	N	Injury	Unknown	Unknown	Unknown	C.G. Robles	Valenzuela
1962-09-13	Unprovoked	SOUTH ATLANTIC OCEAN	Off coast of West Africa	Off the passenger liner Stirling Castle	When  a deckhand  jumped overboard, McIver dived after him with a rescue line.	John MacIver	M	29	Y	Fatal	Unknown	Unknown	Unknown	Daily Express (London), et. al, 9/22/1962 	MacIver
1962-09-02	Unprovoked	ITALY	Tyrrhenian Sea	Circeo, Secca del Quadro	Spearfishing with Scuba gear	Maurizio Sarra	M	28	Y	Fatal	both leg	White shark	Unknown	A. De Maddalena & C. Moore, GSAF; Carletti (1973), Gianturco (1978), Marini (1989), Gilioli (1989), Giudici & Fino (1989); E. Tortonese; H.D. Baldridge, p.183. Note: A.Resciniti, p.104 lists date as 22-Sep-1962	Sarra
	Provoked	ISRAEL	Sharon	2 km north of Apollonia	Fishing	fisherman	M	0	UNKNOWN	Injury	Unknown	Unknown	2.	C. Moore, GSAF	RIsrael
	Boat	TURKEY	Antalya Province	Ucagiz		Occupant: Hasan Olta	M	0	N	No injury	Unknown	Unknown	Unknown	C.Moore, GSAF	b
	Provoked	PAPUA NEW GUINEA	Northern District	Kufulu Point	Fishing	Enigo Setiro	M	49	N	Injury	left leg	colored shark	Unknown	SAF Case #1192	aSetiro
1962-08-29	Provoked	USA	California	Solana Beach, San Diego County	Diving for abalone	Knox Harris	M	39	N	Injury	Unknown	Unknown	1.	SAF Case #1059; D. Miller & R. Collier; R. Collier, p. xxv; H.D. Baldridge, p.164  	Harris
1962-08-26	Boat	USA	Florida	6 miles north of Palm Beach		21' boat sank. Occupants: Max Butcher, George Hardy & Peter Thorne		0	N	No injury	Unknown	Unknown	Unknown	New York Post, 8/27/1962; SAF Case #1061	Thorne
1962-08-23	Boat	SOUTH AFRICA	Western Cape Province	Robbesteen	Fishing	4 m dinghy, occupants: Cecil Holmes, Chris Augustyn & Allen Varley 		0	N	No injury	Unknown	Unknown	4.	GSAF	HolmesBoat
1962-08-19	Unprovoked	USA	Texas	Off Andy Bowie Park, Padre Island, near Port Isabel	Surf fishing in waist-deep water	Hans Fix	M	40	Y	Fatal	right leg	Unknown	Unknown	J. A. Hockaday, M.D.	Fix
1962-08-12	Unprovoked	USA	New Jersey	Manasquan, Ocean County	Standing	Michael Roman	M	24	N	Injury	Left thigh	Unknown	1.	 L. Schultz & M. Malin, p.514, et.al.	Roman
1962-08-01	Unprovoked	PAPUA NEW GUINEA	New Ireland Province, Bismarck Archipelago	Pekinberui Village, Tabar Island	Spearfishing	Tarara, a 	M	0	Y	Fatal	right thigh	Unknown	Unknown	P.M. Moodie	Tarara
	Unprovoked	ITALY	Tyrrhenian Sea	Circeo, Secca del Faro	Diving	Dante Matacchione	M	0	N	No injury	Unknown	White shark	Unknown	A. De Maddalena; Carletti (1973), Giudici & Fino (1989)	bMattacchione
	Unprovoked	SENEGAL	Cap Vert Peninsula		Beach seine netting	M.G.	M	23	N	Injury	Unknown	m shark	3.	S. Trape	aSenegal
1962-07-28	Unprovoked	USA	South Carolina	Off Hilton Head, Beaufort County 	Standing	Robert Stein	M	21	N	Lacerations	left foot	Unknown	1.	R. Stein	Stein
1962-07-20	Provoked	MADAGASCAR		Onboard tuna boat, M.V. Toscui Maru	Finning the shark	Takemoto Masnori	M	20	N	Injury	Unknown	Unknown	2 m	J. D'Aubrey	Masnori
1962-07-19	Provoked	USA	California	30 miles south of San Clemente Island	Fishing for albacore	Esteban L. Cervantes	M	19	N	Injury	hand	Blue shark	Unknown	R. Zarkas; San Diego Union, 7/30/1962 	Cervantes
1962-07-10	Unprovoked	USA	Georgia	St. Simons Island or Jeykll Island, Glynn County	Playing in surf with his child  (9)	Leonard Harrison Hancock	M	41	N	Injury	hand	Unknown	Unknown	L.H. Hancock	Hancock
1962-07-07	Unprovoked	USA	Georgia	Jekyll Island, Glynn County	Dived from inner-tube	Gary Duncan	M	13	N	Injury	hand	Unknown	Unknown	J. M. Hicks, M.D.; Washington Star, 7/14/1962	Duncan
	Invalid	GREECE	Cyclades	Near Mykonos Island		Boat with tourists onboard		0		No injury	Unknown	Unknown	Unknown	C. Moore, GSAF	RGreece
1962-06-25	Invalid	USA	Florida	Fernandina Beach, Nassau County	U.S. Airforce crewman reported missing after bailing out of jet		M	0		Fatal	Unknown	Unknown	Unknown	SAF Case #1106	NVAirForcebailout
1962-06-21	Boat	SOUTH AFRICA	Western Cape Province	Millers Point, False Bay	"On a ""shark hunt"""	2.4 m rowboat, occupants: Edgar Brown, Jerry Welz & Cornelius  Stakenburg		0	N	No injury	Unknown	Unknown	2.	M. Levine, GSAF	MillersPointBoat
1962-06-17	Unprovoked	USA	Florida	New Smyrna Beach, Volusia County	Rolled off raft	Barry Bryan Reed	M	11	N	Injury	Unknown	Unknown	1.	D. Reed; Hobart Gazette, 6/28/ 1962 s	BarryReed
	Unprovoked	USA	California	San Francisco Bay	Escaping from Alacatraz	Clarence Anglin	M	31	N	Injury	Unknown	Unknown	Unknown	San Francisco Chronicle, 5/3/1986	cAnglin
